,Price_Lag_10_Silver,log_close/mean_10_Silver,log_return_10_Silver,Price_Lag_20_Silver,log_close/mean_20_Silver,log_return_20_Silver,Price_Lag_50_Silver,log_close/mean_50_Silver,log_return_50_Silver,mean_close/mean_10_Silver,mean_log_returns_10_Silver,log_close/mean_10-mean_close/mean_10_Silver,log_return_10-mean_log_returns_10_Silver,mean_close/mean_20_Silver,mean_log_returns_20_Silver,log_close/mean_20-mean_close/mean_20_Silver,log_return_20-mean_log_returns_20_Silver,mean_close/mean_50_Silver,mean_log_returns_50_Silver,log_close/mean_50-mean_close/mean_50_Silver,log_return_50-mean_log_returns_50_Silver,Date,Year,Month,Week_Number,Price_Silver,Price_Lag_10_Gold,log_close/mean_10_Gold,log_return_10_Gold,Price_Lag_20_Gold,log_close/mean_20_Gold,log_return_20_Gold,Price_Lag_50_Gold,log_close/mean_50_Gold,log_return_50_Gold,mean_close/mean_10_Gold,mean_log_returns_10_Gold,log_close/mean_10-mean_close/mean_10_Gold,log_return_10-mean_log_returns_10_Gold,mean_close/mean_20_Gold,mean_log_returns_20_Gold,log_close/mean_20-mean_close/mean_20_Gold,log_return_20-mean_log_returns_20_Gold,mean_close/mean_50_Gold,mean_log_returns_50_Gold,log_close/mean_50-mean_close/mean_50_Gold,log_return_50-mean_log_returns_50_Gold,Price_Gold,Price_Lag_10_Copper,log_close/mean_10_Copper,log_return_10_Copper,Price_Lag_20_Copper,log_close/mean_20_Copper,log_return_20_Copper,Price_Lag_50_Copper,log_close/mean_50_Copper,log_return_50_Copper,mean_close/mean_10_Copper,mean_log_returns_10_Copper,log_close/mean_10-mean_close/mean_10_Copper,log_return_10-mean_log_returns_10_Copper,mean_close/mean_20_Copper,mean_log_returns_20_Copper,log_close/mean_20-mean_close/mean_20_Copper,log_return_20-mean_log_returns_20_Copper,mean_close/mean_50_Copper,mean_log_returns_50_Copper,log_close/mean_50-mean_close/mean_50_Copper,log_return_50-mean_log_returns_50_Copper,Price_Copper,Price_Lag_10_Palladium,log_close/mean_10_Palladium,log_return_10_Palladium,Price_Lag_20_Palladium,log_close/mean_20_Palladium,log_return_20_Palladium,Price_Lag_50_Palladium,log_close/mean_50_Palladium,log_return_50_Palladium,mean_close/mean_10_Palladium,mean_log_returns_10_Palladium,log_close/mean_10-mean_close/mean_10_Palladium,log_return_10-mean_log_returns_10_Palladium,mean_close/mean_20_Palladium,mean_log_returns_20_Palladium,log_close/mean_20-mean_close/mean_20_Palladium,log_return_20-mean_log_returns_20_Palladium,mean_close/mean_50_Palladium,mean_log_returns_50_Palladium,log_close/mean_50-mean_close/mean_50_Palladium,log_return_50-mean_log_returns_50_Palladium,Price_Palladium,Price_Lag_10_Platinum,log_close/mean_10_Platinum,log_return_10_Platinum,Price_Lag_20_Platinum,log_close/mean_20_Platinum,log_return_20_Platinum,Price_Lag_50_Platinum,log_close/mean_50_Platinum,log_return_50_Platinum,mean_close/mean_10_Platinum,mean_log_returns_10_Platinum,log_close/mean_10-mean_close/mean_10_Platinum,log_return_10-mean_log_returns_10_Platinum,mean_close/mean_20_Platinum,mean_log_returns_20_Platinum,log_close/mean_20-mean_close/mean_20_Platinum,log_return_20-mean_log_returns_20_Platinum,mean_close/mean_50_Platinum,mean_log_returns_50_Platinum,log_close/mean_50-mean_close/mean_50_Platinum,log_return_50-mean_log_returns_50_Platinum,Price_Platinum
0,28.679,0.009989183080285447,-0.027036792533594672,29.171,-0.011822614478954352,-0.04404671000193615,30.78,-0.04814136300388182,-0.0977367733242806,0.009989183080285447,-0.027036792533594672,0.0,0.0,-0.011822614478954352,-0.04404671000193615,0.0,0.0,-0.04814136300388182,-0.0977367733242806,0.0,0.0,2013-04-09,2013,4,15,27.686,1595.7,0.0030929486547270585,-0.00565612367633763,1591.7,-0.0031211090162300706,-0.0031462396957647443,1652.9,-0.013205421398185929,-0.0408749331832638,0.0030929486547270585,-0.00565612367633763,0.0,0.0,-0.0031211090162300706,-0.0031462396957647443,0.0,0.0,-0.013205421398185929,-0.0408749331832638,0.0,0.0,1558.8,3.4425,0.0171018014972612,0.0026109675407203397,3.5545,0.006536600309593,-0.029405487226007634,3.6615,-0.02998064883906879,-0.059063980357594276,0.0171018014972612,0.0026109675407203397,0.0,0.0,0.006536600309593,-0.029405487226007634,0.0,0.0,-0.02998064883906879,-0.059063980357594276,0.0,0.0,3.4285,765.1,-0.02977037290245739,-0.04443096930785025,773.6,-0.034002318614646164,-0.05547936920912867,737.5,-0.029482519708250766,-0.007690513284019016,-0.02977037290245739,-0.04443096930785025,0.0,0.0,-0.034002318614646164,-0.05547936920912867,0.0,0.0,-0.029482519708250766,-0.007690513284019016,0.0,0.0,720.3,1577.6,-0.008182598341172994,-0.019619454418183236,1594.25,-0.015325257680793259,-0.03011815576519329,1668.65,-0.046284098419229966,-0.07572966582915892,-0.008182598341172994,-0.019619454418183236,0.0,0.0,-0.015325257680793259,-0.03011815576519329,0.0,0.0,-0.046284098419229966,-0.07572966582915892,0.0,0.0,1524.4
1,28.641,0.005249251330169824,-0.03391238741846251,28.958,-0.01776991228460637,-0.04491963409368667,31.184,-0.053951518633375606,-0.11897827249966184,0.005249251330169824,-0.03391238741846251,0.0,0.0,-0.01776991228460637,-0.04491963409368667,0.0,0.0,-0.053951518633375606,-0.11897827249966184,0.0,0.0,2013-04-10,2013,4,15,27.731,1606.2,-0.01164605969925891,-0.029954846289807706,1588.4,-0.019930922889402288,-0.01881092579254235,1660.8,-0.029675888196470494,-0.0633831195070153,-0.01164605969925891,-0.029954846289807706,0.0,0.0,-0.019930922889402288,-0.01881092579254235,0.0,0.0,-0.029675888196470494,-0.0633831195070153,0.0,0.0,1564.9,3.4535,0.011152818171432231,-0.007265361804608476,3.525,0.001258630448069926,-0.02775758852194979,3.6915,-0.03518666208002969,-0.07391003177480114,0.011152818171432231,-0.007265361804608476,0.0,0.0,0.001258630448069926,-0.02775758852194979,0.0,0.0,-0.03518666208002969,-0.07391003177480114,0.0,0.0,3.4445,767.5,-0.039398240939182046,-0.06347068756603506,769.25,-0.046672402645188876,-0.065748222306834,751.1,-0.044572719346317034,-0.04187100679664899,-0.039398240939182046,-0.06347068756603506,0.0,0.0,-0.046672402645188876,-0.065748222306834,0.0,0.0,-0.044572719346317034,-0.04187100679664899,0.0,0.0,732.2,1583.7,-0.01905760165870124,-0.03816299149797511,1589.0,-0.02795127648378617,-0.04150399753701077,1682.3,-0.059017453290322375,-0.09856101472540943,-0.01905760165870124,-0.03816299149797511,0.0,0.0,-0.02795127648378617,-0.04150399753701077,0.0,0.0,-0.059017453290322375,-0.09856101472540943,0.0,0.0,1535.45
2,28.353,0.00913430314285882,-0.0221819236768754,28.807,-0.01423504255360919,-0.0380674921600862,32.237,-0.0492385903589921,-0.150563940195477,0.00913430314285882,-0.0221819236768754,0.0,0.0,-0.01423504255360919,-0.0380674921600862,0.0,0.0,-0.0492385903589921,-0.150563940195477,0.0,0.0,2013-04-11,2013,4,15,26.363,1595.7,-0.005785519247189443,-0.019490587247255282,1590.7,-0.015213735043107957,-0.016352246735188536,1681.6,-0.024315676521155207,-0.07192379695356033,-0.005785519247189443,-0.019490587247255282,0.0,0.0,-0.015213735043107957,-0.016352246735188536,0.0,0.0,-0.024315676521155207,-0.07192379695356033,0.0,0.0,1501.4,3.4125,0.014865351042715271,0.009333595540035421,3.5365,0.00725882628614511,-0.0263587814427941,3.758,-0.028763635235731982,-0.08710814494016007,0.014865351042715271,0.009333595540035421,0.0,0.0,0.00725882628614511,-0.0263587814427941,0.0,0.0,-0.028763635235731982,-0.08710814494016007,0.0,0.0,3.3605,773.0,-0.01755196968118914,-0.05422534790128603,768.8,-0.02785879300693872,-0.048777156969946736,749.3,-0.027732603756102855,-0.0230857366841291,-0.01755196968118914,-0.05422534790128603,0.0,0.0,-0.02785879300693872,-0.048777156969946736,0.0,0.0,-0.027732603756102855,-0.0230857366841291,0.0,0.0,707.95,1574.65,-0.009308845086973523,-0.025209527674958317,1592.25,-0.018915350650094736,-0.03632461258393886,1688.85,-0.0498957896275672,-0.09522432624971289,-0.009308845086973523,-0.025209527674958317,0.0,0.0,-0.018915350650094736,-0.03632461258393886,0.0,0.0,-0.0498957896275672,-0.09522432624971289,0.0,0.0,1486.45
3,28.1635,-0.03488123322107262,-0.06606530137944487,28.851,-0.060392094242905814,-0.0901831424386643,31.38,-0.09637756675688654,-0.1742092353450963,-0.03488123322107262,-0.06606530137944487,0.0,0.0,-0.060392094242905814,-0.0901831424386643,0.0,0.0,-0.09637756675688654,-0.1742092353450963,0.0,0.0,2013-04-12,2013,4,15,23.375,1598.3000000000002,-0.041034040772706164,-0.06254255823570586,1592.6,-0.05376359887042721,-0.05896989468444232,1662.0,-0.0637343648014006,-0.10162369027649147,-0.041034040772706164,-0.06254255823570586,0.0,0.0,-0.05376359887042721,-0.05896989468444232,0.0,0.0,-0.0637343648014006,-0.10162369027649147,0.0,0.0,1361.1,3.3987499999999997,-0.008695900197902572,-0.011317944536659767,3.5205,-0.015087953058236821,-0.046513252549167335,3.7395,-0.051312115814354575,-0.10686214022170169,-0.008695900197902572,-0.011317944536659767,0.0,0.0,-0.015087953058236821,-0.046513252549167335,0.0,0.0,-0.051312115814354575,-0.10686214022170169,0.0,0.0,3.2825,777.45,-0.04186164035503527,-0.09364586357284542,776.0,-0.05700949863981658,-0.09177905045223879,743.8,-0.060459923975523716,-0.0493987117599897,-0.04186164035503527,-0.09364586357284542,0.0,0.0,-0.05700949863981658,-0.09177905045223879,0.0,0.0,-0.060459923975523716,-0.0493987117599897,0.0,0.0,665.85,1585.6,-0.03532350545041383,-0.06457215776112996,1590.95,-0.048003385219328044,-0.06794059525374915,1677.1,-0.07996332075578613,-0.12067538452298848,-0.03532350545041383,-0.06457215776112996,0.0,0.0,-0.048003385219328044,-0.06794059525374915,0.0,0.0,-0.07996332075578613,-0.12067538452298848,0.0,0.0,1396.25
4,27.974,-0.13818525248232208,-0.1796084321823615,28.874,-0.17081983599169986,-0.2112744610328721,31.988,-0.21072052222461385,-0.3136937572948928,-0.13818525248232208,-0.1796084321823615,0.0,0.0,-0.17081983599169986,-0.2112744610328721,0.0,0.0,-0.21072052222461385,-0.3136937572948928,0.0,0.0,2013-04-15,2013,4,16,23.647,1600.9,-0.12369049851308081,-0.16227277474602095,1604.6,-0.14415409329931936,-0.16458130798152779,1670.6,-0.1579634216029101,-0.204889646983778,-0.12369049851308081,-0.16227277474602095,0.0,0.0,-0.14415409329931936,-0.16458130798152779,0.0,0.0,-0.1579634216029101,-0.204889646983778,0.0,0.0,1387.4,3.385,-0.029152032101738508,-0.03074857916942401,3.428,-0.036437683062888145,-0.04337167354071913,3.7915,-0.07191462085021806,-0.14415639196403898,-0.029152032101738508,-0.03074857916942401,0.0,0.0,-0.036437683062888145,-0.04337167354071913,0.0,0.0,-0.07191462085021806,-0.14415639196403898,0.0,0.0,3.315,781.9,-0.0873254624747679,-0.1606624351823143,764.3,-0.1117290199293011,-0.13789596230068432,756.3,-0.11936072464473642,-0.12737370291382977,-0.0873254624747679,-0.1606624351823143,0.0,0.0,-0.1117290199293011,-0.13789596230068432,0.0,0.0,-0.11936072464473642,-0.12737370291382977,0.0,0.0,677.05,1596.55,-0.08483144372308228,-0.13405497979025094,1581.5,-0.10464710098741486,-0.12458369236229304,1684.7,-0.13897474226373102,-0.18779743500874793,-0.08483144372308228,-0.13405497979025094,0.0,0.0,-0.10464710098741486,-0.12458369236229304,0.0,0.0,-0.13897474226373102,-0.18779743500874793,0.0,0.0,1446.85
5,27.276,-0.11300240525915449,-0.14277093766088453,28.843,-0.14983731096484773,-0.19863107220069426,31.746,-0.1935225286737865,-0.29453047615252775,-0.11300240525915449,-0.14277093766088453,0.0,0.0,-0.14983731096484773,-0.19863107220069426,0.0,0.0,-0.1935225286737865,-0.29453047615252775,0.0,0.0,2013-04-16,2013,4,16,23.327,1575.9,-0.09223890819469369,-0.12739504567682466,1611.3,-0.1178695246362998,-0.14960981462832232,1676.4,-0.13519247442339474,-0.18921714509971554,-0.09223890819469369,-0.12739504567682466,0.0,0.0,-0.1178695246362998,-0.14960981462832232,0.0,0.0,-0.13519247442339474,-0.18921714509971554,0.0,0.0,1382.7,3.389,-0.017107726723917617,-0.02207726898708839,3.4055,-0.025255306031083485,-0.02693414806141021,3.7755,-0.059447813954458535,-0.13007520062351743,-0.017107726723917617,-0.02207726898708839,0.0,0.0,-0.025255306031083485,-0.02693414806141021,0.0,0.0,-0.059447813954458535,-0.13007520062351743,0.0,0.0,3.1955,770.4,-0.057714184175504016,-0.12916473505508277,733.4,-0.09125702246752129,-0.07994613020839261,756.7,-0.10055450925237089,-0.11122174827164294,-0.057714184175504016,-0.12916473505508277,0.0,0.0,-0.09125702246752129,-0.07994613020839261,0.0,0.0,-0.10055450925237089,-0.11122174827164294,0.0,0.0,663.9,1577.75,-0.04058282572055127,-0.08661100195673768,1560.55,-0.0653745790842251,-0.07564954370241657,1699.85,-0.10021727069619418,-0.16115123234961598,-0.04058282572055127,-0.08661100195673768,0.0,0.0,-0.0653745790842251,-0.07564954370241657,0.0,0.0,-0.10021727069619418,-0.16115123234961598,0.0,0.0,1425.0
6,26.825,-0.11332715427802119,-0.13972280055034308,28.817,-0.15341888704480147,-0.21135400280785757,31.905,-0.2011508274162929,-0.31315124935389116,-0.11332715427802119,-0.13972280055034308,0.0,0.0,-0.15341888704480147,-0.21135400280785757,0.0,0.0,-0.2011508274162929,-0.31315124935389116,0.0,0.0,2013-04-17,2013,4,16,23.27,1553.5,-0.08434274377662583,-0.11647234043852982,1607.5,-0.11403616003912728,-0.1506420677172021,1673.5,-0.13491721142332605,-0.19087913225680894,-0.08434274377662583,-0.11647234043852982,0.0,0.0,-0.11403616003912728,-0.1506420677172021,0.0,0.0,-0.13491721142332605,-0.19087913225680894,0.0,0.0,1392.5,3.343,-0.04943818716340654,-0.04512503732976219,3.4465,-0.058271122320147015,-0.07561565323536995,3.7775,-0.09284772597719786,-0.16731884505655814,-0.04943818716340654,-0.04512503732976219,0.0,0.0,-0.058271122320147015,-0.07561565323536995,0.0,0.0,-0.09284772597719786,-0.16731884505655814,0.0,0.0,3.212,754.3,-0.06464442379900413,-0.12765863113447143,756.4,-0.10461577387870857,-0.1304388010591888,765.6,-0.11744758752366266,-0.14252830441363096,-0.06464442379900413,-0.12765863113447143,0.0,0.0,-0.10461577387870857,-0.1304388010591888,0.0,0.0,-0.11744758752366266,-0.14252830441363096,0.0,0.0,667.6,1531.75,-0.04868990851743569,-0.07223905890301302,1577.2,-0.07565251807668452,-0.1014793093007213,1714.15,-0.11181187136574389,-0.18474551721156052,-0.04868990851743569,-0.07223905890301302,0.0,0.0,-0.07565251807668452,-0.1014793093007213,0.0,0.0,-0.11181187136574389,-0.18474551721156052,0.0,0.0,1428.95
7,26.798,-0.10217797500734604,-0.14116228055221589,29.212,-0.1448804510060625,-0.22741460644366293,31.907,-0.19752307392542712,-0.315660444140776,-0.10217797500734604,-0.14116228055221589,0.0,0.0,-0.1448804510060625,-0.22741460644366293,0.0,0.0,-0.19752307392542712,-0.315660444140776,0.0,0.0,2013-04-18,2013,4,16,22.986,1552.4,-0.06659430602443255,-0.10870142769331215,1613.8,-0.09980796536728401,-0.14749095361296705,1678.8,-0.12422955701838041,-0.18697855965799667,-0.06659430602443255,-0.10870142769331215,0.0,0.0,-0.09980796536728401,-0.14749095361296705,0.0,0.0,-0.12422955701838041,-0.18697855965799667,0.0,0.0,1395.6,3.3615,-0.03982523390944609,-0.04549350684243898,3.435,-0.04982369855976893,-0.06712312958979738,3.7485,-0.08463269400068252,-0.15446196387646444,-0.03982523390944609,-0.04549350684243898,0.0,0.0,-0.04982369855976893,-0.06712312958979738,0.0,0.0,-0.08463269400068252,-0.15446196387646444,0.0,0.0,3.156,726.2,-0.050778257644682225,-0.0841362671925554,755.05,-0.09310856417035153,-0.12309478043411806,764.2,-0.10929897501944602,-0.13514034322511953,-0.050778257644682225,-0.0841362671925554,0.0,0.0,-0.09310856417035153,-0.12309478043411806,0.0,0.0,-0.10929897501944602,-0.13514034322511953,0.0,0.0,677.3,1521.45,-0.039719879313991874,-0.06272391867554303,1577.65,-0.06803530013009128,-0.09899648924353206,1737.6,-0.10516258851704391,-0.19556494192504476,-0.039719879313991874,-0.06272391867554303,0.0,0.0,-0.06803530013009128,-0.09899648924353206,0.0,0.0,-0.10516258851704391,-0.19556494192504476,0.0,0.0,1427.85
8,27.251,-0.09777109964440009,-0.17020488273706502,28.698,-0.14648536172973875,-0.22194209897964795,31.434,-0.20382546335746762,-0.3130047747075708,-0.09777109964440009,-0.17020488273706502,0.0,0.0,-0.14648536172973875,-0.22194209897964795,0.0,0.0,-0.20382546335746762,-0.3130047747075708,0.0,0.0,2013-04-19,2013,4,16,23.35,1575.9,-0.052182838436736476,-0.12150210731540657,1606.1,-0.09072033532890511,-0.14048444975623256,1671.3,-0.11850249908233017,-0.18027733638226048,-0.052182838436736476,-0.12150210731540657,0.0,0.0,-0.09072033532890511,-0.14048444975623256,0.0,0.0,-0.11850249908233017,-0.18027733638226048,0.0,0.0,1421.2,3.354,-0.05147230244576735,-0.060848260417389236,3.466,-0.06281040689727346,-0.09369578830978653,3.736,-0.09889718275540868,-0.16871011738296846,-0.05147230244576735,-0.060848260417389236,0.0,0.0,-0.06281040689727346,-0.09369578830978653,0.0,0.0,-0.09889718275540868,-0.16871011738296846,0.0,0.0,3.137,728.4,-0.029051233142465473,-0.07273604163259496,759.75,-0.07304145901870895,-0.11487512557604451,750.3,-0.0929114284231506,-0.10235882033082509,-0.029051233142465473,-0.07273604163259496,0.0,0.0,-0.07304145901870895,-0.11487512557604451,0.0,0.0,-0.0929114284231506,-0.10235882033082509,0.0,0.0,680.2,1539.3,-0.032966025320778476,-0.07515795125060483,1583.25,-0.06371252877085985,-0.10330988003111581,1718.35,-0.10226591194794804,-0.18519471169153612,-0.032966025320778476,-0.07515795125060483,0.0,0.0,-0.06371252877085985,-0.10330988003111581,0.0,0.0,-0.10226591194794804,-0.18519471169153612,0.0,0.0,1433.95
9,27.17,-0.06687385422179272,-0.15151643932335007,28.815,-0.12045279724411469,-0.21029910077372332,31.472,-0.18233333402652976,-0.29850127753179695,-0.06687385422179272,-0.15151643932335007,0.0,0.0,-0.12045279724411469,-0.21029910077372332,0.0,0.0,-0.18233333402652976,-0.29850127753179695,0.0,0.0,2013-04-22,2013,4,17,22.843,1572.5,-0.023662378567464063,-0.10116512442772359,1604.5,-0.06652759670878762,-0.1213105964030395,1666.9,-0.09719285749406942,-0.15946402880217028,-0.023662378567464063,-0.10116512442772359,0.0,0.0,-0.06652759670878762,-0.1213105964030395,0.0,0.0,-0.09719285749406942,-0.15946402880217028,0.0,0.0,1408.8,3.381,-0.05014025501261214,-0.07490459451720777,3.445,-0.06425581661235363,-0.09365697525708075,3.7685,-0.10130400458173808,-0.18341011509284647,-0.05014025501261214,-0.07490459451720777,0.0,0.0,-0.06425581661235363,-0.09365697525708075,0.0,0.0,-0.10130400458173808,-0.18341011509284647,0.0,0.0,3.0975,728.65,-0.017805835349345045,-0.06880663440661053,755.55,-0.06358476227891253,-0.10505908828667394,754.0,-0.0866510013692022,-0.10300549543486093,-0.017805835349345045,-0.06880663440661053,0.0,0.0,-0.06358476227891253,-0.10505908828667394,0.0,0.0,-0.0866510013692022,-0.10300549543486093,0.0,0.0,674.2,1538.9,-0.021565702840000704,-0.07063500142161266,1590.25,-0.05430081440439719,-0.10345836251072019,1716.75,-0.09442031466196298,-0.18000009445259232,-0.021565702840000704,-0.07063500142161266,0.0,0.0,-0.05430081440439719,-0.10345836251072019,0.0,0.0,-0.09442031466196298,-0.18000009445259232,0.0,0.0,1419.85
